Wall Clock,Time,Iteration,Deflection,Total Weight,Bar Number
9.59753,0.028014,0,0.00149809,106.237,10017
19.056,0.054027,1,0.00149906,100.811,10017
28.1243,0.08004,2,0.00150092,95.7388,10017
36.8023,0.106053,3,0.00150378,90.8274,10017
45.2415,0.132066,4,0.0015084,86.1745,10017
53.5285,0.158079,5,0.00151338,81.7545,10017
61.7236,0.184092,6,0.00151976,77.4782,10017
69.7784,0.210105,7,0.00152848,73.4614,10017
77.7066,0.236118,8,0.00153902,69.7065,10017
85.3359,0.262131,9,0.00155135,66.1222,10017
92.8248,0.288144,10,0.00156673,62.7768,10017
100.181,0.314157,11,0.00158711,59.4595,10017
107.508,0.34017,12,0.00161034,56.3582,10017
114.596,0.366183,13,0.00163627,53.4625,10017
121.677,0.392196,14,0.00166563,50.5938,10017
128.585,0.418209,15,0.00170297,48.0286,10017
135.435,0.444222,16,0.00174995,45.5008,10017
142.25,0.470235,17,0.00181054,43.0881,10017
149.057,0.496248,18,0.00188259,40.8864,10017
155.791,0.522261,19,0.00202162,38.7979,10017
162.453,0.548274,20,0.00218717,36.5744,10017
169.054,0.574287,21,0.00229099,34.6317,10017
175.638,0.6003,22,0.00250616,32.8581,10017
182.16,0.626313,23,0.00285343,30.8782,10017
189.145,0.652326,24,0.00321481,28.9031,10017
195.625,0.678339,25,0.00390527,27.2159,10017
202.093,0.704352,26,0.127061,25.5711,10017
208.57,0.730365,26,0.00591129,26.3807,10017
215.051,0.756378,27,0.124564,24.8934,10017
