Wall Clock,Time,Iteration,Deflection,Total Weight,Bar Number
9.87915,0.028014,0,0.00143856,108.821,10259
19.2692,0.054027,1,0.00143937,103.45,10259
28.0739,0.08004,2,0.00144126,98.2219,10259
36.4878,0.106053,3,0.00144407,93.1571,10259
44.7024,0.132066,4,0.00144808,88.3311,10259
52.7585,0.158079,5,0.00145293,83.8284,10259
60.4376,0.184092,6,0.00145933,79.4779,10259
67.9683,0.210105,7,0.00146656,75.4303,10259
75.4108,0.236118,8,0.001477,71.6096,10259
82.7125,0.262131,9,0.00149065,67.8812,10259
89.9443,0.288144,10,0.00150629,64.3469,10259
97.0888,0.314157,11,0.00152579,61.0392,10259
104.194,0.34017,12,0.00154694,57.8937,10259
111.19,0.366183,13,0.00157488,54.8464,10259
118.111,0.392196,14,0.0016039,51.9431,10259
142.326,0.458209,15,0.001442,65.4201,6273
150.01,0.484222,16,0.00144371,62.1569,6273
156.787,0.510235,17,0.00144993,59.02,6273
163.434,0.536248,18,0.00146777,56.0061,6273
169.948,0.562261,19,0.00150207,53.2564,6273
192.858,0.628274,20,0.0012974,72.1384,6880
200.932,0.654287,21,0.00129778,68.5808,6880
208.31,0.6803,22,0.00130123,65.2234,6880
215.149,0.706313,23,0.00131231,61.8786,6880
221.813,0.732326,24,0.00133126,58.7679,6880
228.443,0.758339,25,0.00135891,55.7164,6880
235.02,0.784352,26,0.00139503,52.8375,6880
