Wall Clock,Time,Iteration,Deflection,Total Weight,Bar Number
10.0118,0.028014,0,0.00148573,110.153,10369
19.5219,0.054027,1,0.00148661,104.6,10369
28.2637,0.08004,2,0.00148856,99.2696,10369
36.6786,0.106053,3,0.00149144,94.2617,10369
44.8308,0.132066,4,0.00149512,89.4022,10369
52.66,0.158079,5,0.00150004,84.8163,10369
60.3641,0.184092,6,0.00150608,80.4516,10369
67.9626,0.210105,7,0.00151405,76.3388,10369
75.3908,0.236118,8,0.00152362,72.4109,10369
82.6103,0.262131,9,0.00153581,68.7931,10369
89.7586,0.288144,10,0.00155039,65.3521,10369
96.8393,0.314157,11,0.00156958,61.9989,10369
103.836,0.34017,12,0.00158892,58.7731,10369
110.7,0.366183,13,0.001612,55.6903,10369
117.493,0.392196,14,0.0016401,52.7702,10369
141.421,0.458209,15,0.00149839,65.883,6301
149.029,0.484222,16,0.00149907,62.6116,6301
155.762,0.510235,17,0.00150559,59.4278,6301
162.264,0.536248,18,0.00152057,56.4043,6301
168.665,0.562261,19,0.00154841,53.5601,6301
191.691,0.628274,20,0.00140188,69.0557,6589
199.794,0.654287,21,0.00140214,65.6821,6589
207.107,0.6803,22,0.00140812,62.472,6589
213.772,0.706313,23,0.00141904,59.3337,6589
220.316,0.732326,24,0.00143975,56.3729,6589
226.716,0.758339,25,0.00147606,53.5044,6589
251.319,0.824352,26,0.00133485,70.3355,6693
259.791,0.850365,27,0.00133521,66.9079,6693
267.347,0.876378,28,0.00133904,63.5385,6693
274.368,0.902391,29,0.00134887,60.356,6693
281.261,0.928404,30,0.00136537,57.3307,6693
287.95,0.954417,31,0.0014057,54.3573,6693
311.741,1.02043,32,0.00126934,72.3121,6883
320.049,1.04644,33,0.00127005,68.7393,6883
327.478,1.07246,34,0.00127364,65.2796,6883
334.585,1.09847,35,0.00128511,61.9764,6883
341.569,1.12448,36,0.00130748,58.8099,6883
348.394,1.15049,37,0.00134136,55.7851,6883
355.056,1.17651,38,0.00138497,52.8474,6883
379.288,1.24252,39,0.00119366,69.9974,6684
387.721,1.26853,40,0.00119523,66.6739,6684
395.361,1.29455,41,0.00119987,63.4152,6684
402.461,1.32056,42,0.00121183,60.2258,6684
409.381,1.34657,43,0.00124771,57.1532,6684
416.175,1.37259,44,0.00128371,54.3176,6684
440.101,1.4386,45,0.0011115,73.4707,6989
448.543,1.46461,46,0.00111235,69.8436,6989
456.162,1.49062,47,0.0011153,66.3527,6989
463.307,1.51664,48,0.00112758,63.0759,6989
470.349,1.54265,49,0.00114853,59.9453,6989
477.297,1.56866,50,0.00118392,56.8294,6989
484.138,1.59468,51,0.00122584,53.917,6989
508.561,1.66069,52,0.00105547,71.2732,6786
517.17,1.6867,53,0.0010569,67.8132,6786
524.906,1.71272,54,0.00106517,64.4918,6786
532.206,1.73873,55,0.00107899,61.2715,6786
539.393,1.76474,56,0.00110842,58.2782,6786
546.482,1.79075,57,0.00114873,55.2181,6786
553.389,1.81677,58,0.00119842,52.3327,6786
578.612,1.88278,59,0.00104248,71.0128,6774
587.573,1.90879,60,0.00104482,67.6396,6774
