Wall Clock,Time,Iteration,Deflection,Total Weight,Bar Number
9.85484,0.028014,0,0.00151612,108.951,10273
19.209,0.054027,1,0.00151708,103.485,10273
28.0972,0.08004,2,0.00151876,98.2333,10273
36.6009,0.106053,3,0.00152152,93.1408,10273
44.8703,0.132066,4,0.00152531,88.4449,10273
52.8629,0.158079,5,0.00153015,83.9039,10273
60.4316,0.184092,6,0.00153716,79.5428,10273
67.9856,0.210105,7,0.00154525,75.4855,10273
75.2647,0.236118,8,0.00155509,71.6442,10273
87.0715,0.262131,9,0.00156799,67.9896,10273
101.749,0.288144,10,0.00158249,64.4988,10273
116.333,0.314157,11,0.00160099,61.127,10273
131.12,0.34017,12,0.00162353,57.9687,10273
146.364,0.366183,13,0.00165386,54.9572,10273
160.92,0.392196,14,0.001682,52.1508,10273
175.151,0.418209,15,0.00172009,49.4776,10273
189.091,0.444222,16,0.00177023,46.8138,10273
202.757,0.470235,17,0.00183914,44.39,10273
216.37,0.496248,18,0.00190355,42.0722,10273
229.982,0.522261,19,0.0020212,39.8365,10273
243.455,0.548274,20,0.00216577,37.7384,10273
256.823,0.574287,21,0.00229347,35.7291,10273
270.046,0.6003,22,0.00256756,33.757,10273
283.225,0.626313,23,0.00278675,31.5539,10273
296.354,0.652326,24,0.00390675,29.761,10273
309.6,0.678339,25,0.0043239,27.8115,10273
322.989,0.704352,26,0.00554588,26.2335,10273
336.57,0.730365,27,0.109229,24.4931,10273
349.214,0.756378,27,nan,25.3843,10273
361.917,0.782391,28,nan,24.0025,10273
374.456,0.808404,29,nan,22.7364,10273
384.041,0.834417,30,nan,21.4239,10273
390.114,0.86043,31,nan,20.1776,10273
