Wall Clock,Time,Iteration,Deflection,Total Weight,Bar Number
9.58478,0.028014,0,0.00153212,106.01,10013
18.9024,0.054027,1,0.00153279,100.802,10013
27.8511,0.08004,2,0.00153472,95.6822,10013
36.2552,0.106053,3,0.00153785,90.7806,10013
44.329,0.132066,4,0.0015415,86.1425,10013
52.1434,0.158079,5,0.00154636,81.7497,10013
59.6907,0.184092,6,0.00155287,77.5333,10013
67.1469,0.210105,7,0.00156049,73.5665,10013
74.4082,0.236118,8,0.00157093,69.7588,10013
81.5587,0.262131,9,0.00158376,66.1287,10013
88.6059,0.288144,10,0.00159853,62.7112,10013
95.5229,0.314157,11,0.00161772,59.5112,10013
102.354,0.34017,12,0.0016385,56.515,10013
109.128,0.366183,13,0.00166528,53.5597,10013
115.853,0.392196,14,0.00169892,50.7747,10013
122.574,0.418209,15,0.00173786,48.0851,10013
129.245,0.444222,16,0.00178704,45.6326,10013
135.894,0.470235,17,0.00187287,43.2262,10013
142.526,0.496248,18,0.00194054,41.0426,10013
149.158,0.522261,19,0.00202016,38.8058,10013
155.783,0.548274,20,0.00216174,36.7789,10013
162.399,0.574287,21,0.00231675,34.7881,10013
168.987,0.6003,22,0.00259668,32.7507,10013
175.563,0.626313,23,0.00295623,30.7361,10013
182.158,0.652326,24,0.00333701,28.9249,10013
188.716,0.678339,25,0.00375593,27.0839,10013
195.269,0.704352,26,0.074062,25.1303,10013
201.798,0.730365,26,0.0042501,26.0909,10013
208.332,0.756378,27,0.0760529,24.4898,10013
214.846,0.782391,27,0.0755529,25.2682,10013
221.37,0.808404,27,0.0728869,25.3125,10013
227.905,0.834417,27,0.00418634,26.0909,10013
234.451,0.86043,28,0.00482398,24.5404,10013
240.994,0.886443,29,0.0963812,23.2021,10013
247.51,0.912456,29,0.0695927,23.893,10013
254.03,0.938469,29,0.00753927,23.8495,10013
260.547,0.964482,30,0.126145,22.5014,10013
267.061,0.990495,30,0.00886037,23.1641,10013
273.583,1.01651,31,0.18884,21.8147,10013
280.087,1.04252,31,0.0883472,22.5133,10013
286.599,1.06853,31,0.0126562,22.4655,10013
293.292,1.09455,32,0.216181,21.0178,10013
299.793,1.12056,32,0.199819,21.7571,10013
306.326,1.14657,32,0.204571,21.7263,10013
312.835,1.17259,32,0.0125353,22.4655,10013
319.345,1.1986,33,0.217976,20.7142,10013
325.845,1.22461,33,0.172898,21.6091,10013
332.353,1.25062,33,0.207462,21.5706,10013
338.867,1.27664,33,nan,22.4655,10013
344.952,1.30265,34,nan,21.2172,10013
350.922,1.32866,35,nan,19.8612,10013
