Wall Clock,Time,Iteration,Deflection,Total Weight,Bar Number
15.7072,0.028014,0,0.00152913,106.72,10044
31.65,0.054027,1,0.00153006,101.333,10044
47.2305,0.08004,2,0.00153216,96.2275,10044
62.5596,0.106053,3,0.00153533,91.2478,10044
77.4517,0.132066,4,0.00153927,86.5025,10044
92.0999,0.158079,5,0.00154456,82.0421,10044
106.531,0.184092,6,0.0015506,77.7817,10044
120.651,0.210105,7,0.0015585,73.8282,10044
134.597,0.236118,8,0.00156878,70.0514,10044
148.327,0.262131,9,0.00158086,66.3976,10044
161.797,0.288144,10,0.00159679,63.0028,10044
175.009,0.314157,11,0.00161448,59.7879,10044
188.08,0.34017,12,0.0016353,56.6877,10044
200.91,0.366183,13,0.00165966,53.7455,10044
213.597,0.392196,14,0.00169189,51.0257,10044
245.822,0.458209,15,0.00145344,67.7124,6484
259.294,0.484222,16,0.00145386,64.3891,6484
272.619,0.510235,17,0.00145646,61.1923,6484
285.804,0.536248,18,0.00146393,58.126,6484
298.854,0.562261,19,0.001481,55.2577,6484
311.77,0.588274,20,0.00150628,52.4963,6484
341.645,0.654287,21,0.00128913,71.0195,6746
355.023,0.6803,22,0.00128943,67.5048,6746
368.273,0.706313,23,0.0012929,64.1836,6746
381.487,0.732326,24,0.00130398,60.9084,6746
394.386,0.758339,25,0.00132488,57.8353,6746
407.106,0.784352,26,0.00135654,54.8104,6746
419.617,0.810365,27,0.00140101,51.9832,6746
450.372,0.876378,28,0.00119828,71.4848,6794
464.04,0.902391,29,0.0011986,68.0455,6794
477.549,0.928404,30,0.00120545,64.7196,6794
490.921,0.954417,31,0.00122155,61.4579,6794
504.096,0.98043,32,0.00123636,58.3295,6794
517.114,1.00644,33,0.00127208,55.3427,6794
529.971,1.03246,34,0.0013127,52.4646,6794
560.557,1.09847,35,0.00112301,74.074,7022
574.238,1.12448,36,0.00112426,70.4456,7022
587.724,1.15049,37,0.00112995,66.9503,7022
601.063,1.17651,38,0.00113752,63.6322,7022
614.213,1.20252,39,0.00115807,60.4327,7022
627.145,1.22853,40,0.0011856,57.3511,7022
639.862,1.25455,41,0.00122517,54.4484,7022
652.427,1.28056,42,0.00130138,51.5714,7022
682.872,1.34657,43,0.00107466,72.5361,6863
696.377,1.37259,44,0.00107536,68.9805,6863
709.715,1.3986,45,0.00107867,65.5694,6863
722.921,1.42461,46,0.00109343,62.2683,6863
