Wall Clock,Time,Iteration,Deflection,Total Weight,Bar Number
9.41868,0.028014,0,0.00165164,104.517,9847
18.5109,0.054027,1,0.00165252,99.2904,9847
27.2837,0.08004,2,0.00165458,94.3064,9847
35.8605,0.106053,3,0.00165786,89.4626,9847
44.1659,0.132066,4,0.00166153,84.8873,9847
52.2582,0.158079,5,0.00166684,80.5277,9847
60.1231,0.184092,6,0.00167401,76.3848,9847
67.8841,0.210105,7,0.00168337,72.3909,9847
75.4647,0.236118,8,0.00169435,68.6695,9847
82.9396,0.262131,9,0.00170904,65.12,9847
90.3236,0.288144,10,0.00172616,61.7035,9847
97.6438,0.314157,11,0.00174657,58.591,9847
104.79,0.34017,12,0.00176938,55.5099,9847
111.888,0.366183,13,0.00179507,52.6551,9847
118.838,0.392196,14,0.00183622,49.8634,9847
141.15,0.458209,15,0.00166513,61.5932,5919
148.07,0.484222,16,0.00166548,58.5458,5919
154.742,0.510235,17,0.00167074,55.5932,5919
161.391,0.536248,18,0.00168545,52.8234,5919
168.038,0.562261,19,0.00172168,50.087,5919
190.803,0.628274,20,0.00151798,64.5011,6176
198.727,0.654287,21,0.00151972,61.3664,6176
205.857,0.6803,22,0.00152999,58.2394,6176
212.549,0.706313,23,0.00154352,55.2892,6176
219.222,0.732326,24,0.00157793,52.4586,6176
225.893,0.758339,25,0.00162197,49.7192,6176
249.112,0.824352,26,0.00143372,64.9682,6217
257.189,0.850365,27,0.00143498,61.6831,6217
264.486,0.876378,28,0.00143957,58.5634,6217
271.451,0.902391,29,0.00145093,55.6824,6217
278.299,0.928404,30,0.00148133,52.8872,6217
284.996,0.954417,31,0.00153705,50.1643,6217
308.063,1.02043,32,0.00133481,66.8262,6387
316.233,1.04644,33,0.00133531,63.5923,6387
323.685,1.07246,34,0.00134286,60.4014,6387
330.694,1.09847,35,0.00135472,57.3228,6387
337.564,1.12448,36,0.0013819,54.4313,6387
344.326,1.15049,37,0.00142077,51.6801,6387
367.62,1.21651,38,0.00129472,66.1504,6310
